Index	PG.MolecularWeight	PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	[1] C_Schulte_290621_260821_UMG_Fu_R1_1.raw.PG.Quantity	[2] C_Schulte_290621_260821_UMG_Fu_R1_10.raw.PG.Quantity	[3] C_Schulte_290621_260821_UMG_Fu_R1_11.raw.PG.Quantity	[4] C_Schulte_290621_260821_UMG_Fu_R1_12.raw.PG.Quantity	[5] C_Schulte_290621_260821_UMG_Fu_R1_13.raw.PG.Quantity	[6] C_Schulte_290621_260821_UMG_Fu_R1_14.raw.PG.Quantity	[7] C_Schulte_290621_260821_UMG_Fu_R1_15.raw.PG.Quantity	[8] C_Schulte_290621_260821_UMG_Fu_R1_16.raw.PG.Quantity	[9] C_Schulte_290621_260821_UMG_Fu_R1_17.raw.PG.Quantity	[10] C_Schulte_290621_260821_UMG_Fu_R1_18.raw.PG.Quantity	[11] C_Schulte_290621_260821_UMG_Fu_R1_19.raw.PG.Quantity	[12] C_Schulte_290621_260821_UMG_Fu_R1_2.raw.PG.Quantity	[13] C_Schulte_290621_260821_UMG_Fu_R1_20.raw.PG.Quantity	[14] C_Schulte_290621_260821_UMG_Fu_R1_21.raw.PG.Quantity	[15] C_Schulte_290621_260821_UMG_Fu_R1_22.raw.PG.Quantity	[16] C_Schulte_290621_260821_UMG_Fu_R1_23.raw.PG.Quantity	[17] C_Schulte_290621_260821_UMG_Fu_R1_24.raw.PG.Quantity	[18] C_Schulte_290621_260821_UMG_Fu_R1_25.raw.PG.Quantity	[19] C_Schulte_290621_260821_UMG_Fu_R1_26.raw.PG.Quantity	[20] C_Schulte_290621_260821_UMG_Fu_R1_27.raw.PG.Quantity	[21] C_Schulte_290621_260821_UMG_Fu_R1_28.raw.PG.Quantity	[22] C_Schulte_290621_260821_UMG_Fu_R1_29.raw.PG.Quantity	[23] C_Schulte_290621_260821_UMG_Fu_R1_3.raw.PG.Quantity	[24] C_Schulte_290621_260821_UMG_Fu_R1_30.raw.PG.Quantity	[25] C_Schulte_290621_260821_UMG_Fu_R1_31.raw.PG.Quantity	[26] C_Schulte_290621_260821_UMG_Fu_R1_32.raw.PG.Quantity	[27] C_Schulte_290621_260821_UMG_Fu_R1_33.raw.PG.Quantity	[28] C_Schulte_290621_260821_UMG_Fu_R1_34.raw.PG.Quantity	[29] C_Schulte_290621_260821_UMG_Fu_R1_35.raw.PG.Quantity	[30] C_Schulte_290621_260821_UMG_Fu_R1_36.raw.PG.Quantity	[31] C_Schulte_290621_260821_UMG_Fu_R1_37.raw.PG.Quantity	[32] C_Schulte_290621_260821_UMG_Fu_R1_38.raw.PG.Quantity	[33] C_Schulte_290621_260821_UMG_Fu_R1_39.raw.PG.Quantity	[34] C_Schulte_290621_260821_UMG_Fu_R1_4.raw.PG.Quantity	[35] C_Schulte_290621_260821_UMG_Fu_R1_40.raw.PG.Quantity	[36] C_Schulte_290621_260821_UMG_Fu_R1_5.raw.PG.Quantity	[37] C_Schulte_290621_260821_UMG_Fu_R1_6.raw.PG.Quantity	[38] C_Schulte_290621_260821_UMG_Fu_R1_7.raw.PG.Quantity	[39] C_Schulte_290621_260821_UMG_Fu_R1_8.raw.PG.Quantity	[40] C_Schulte_290621_260821_UMG_Fu_R1_9.raw.PG.Quantity	[41] C_Schulte_290621_260821_UMG_Fu_R2_1.raw.PG.Quantity	[42] C_Schulte_290621_260821_UMG_Fu_R2_10.raw.PG.Quantity	[43] C_Schulte_290621_260821_UMG_Fu_R2_11.raw.PG.Quantity	[44] C_Schulte_290621_260821_UMG_Fu_R2_12.raw.PG.Quantity	[45] C_Schulte_290621_260821_UMG_Fu_R2_13.raw.PG.Quantity	[46] C_Schulte_290621_260821_UMG_Fu_R2_14.raw.PG.Quantity	[47] C_Schulte_290621_260821_UMG_Fu_R2_15.raw.PG.Quantity	[48] C_Schulte_290621_260821_UMG_Fu_R2_16.raw.PG.Quantity	[49] C_Schulte_290621_260821_UMG_Fu_R2_17.raw.PG.Quantity	[50] C_Schulte_290621_260821_UMG_Fu_R2_18.raw.PG.Quantity	[51] C_Schulte_290621_260821_UMG_Fu_R2_19.raw.PG.Quantity	[52] C_Schulte_290621_260821_UMG_Fu_R2_2.raw.PG.Quantity	[53] C_Schulte_290621_260821_UMG_Fu_R2_20.raw.PG.Quantity	[54] C_Schulte_290621_260821_UMG_Fu_R2_21.raw.PG.Quantity	[55] C_Schulte_290621_260821_UMG_Fu_R2_22.raw.PG.Quantity	[56] C_Schulte_290621_260821_UMG_Fu_R2_23.raw.PG.Quantity	[57] C_Schulte_290621_260821_UMG_Fu_R2_24.raw.PG.Quantity	[58] C_Schulte_290621_260821_UMG_Fu_R2_25.raw.PG.Quantity	[59] C_Schulte_290621_260821_UMG_Fu_R2_26.raw.PG.Quantity	[60] C_Schulte_290621_260821_UMG_Fu_R2_27.raw.PG.Quantity	[61] C_Schulte_290621_260821_UMG_Fu_R2_28.raw.PG.Quantity	[62] C_Schulte_290621_260821_UMG_Fu_R2_29.raw.PG.Quantity	[63] C_Schulte_290621_260821_UMG_Fu_R2_3.raw.PG.Quantity	[64] C_Schulte_290621_260821_UMG_Fu_R2_30.raw.PG.Quantity	[65] C_Schulte_290621_260821_UMG_Fu_R2_31.raw.PG.Quantity	[66] C_Schulte_290621_260821_UMG_Fu_R2_32.raw.PG.Quantity	[67] C_Schulte_290621_260821_UMG_Fu_R2_33.raw.PG.Quantity	[68] C_Schulte_290621_260821_UMG_Fu_R2_34.raw.PG.Quantity	[69] C_Schulte_290621_260821_UMG_Fu_R2_35.raw.PG.Quantity	[70] C_Schulte_290621_260821_UMG_Fu_R2_36.raw.PG.Quantity	[71] C_Schulte_290621_260821_UMG_Fu_R2_37.raw.PG.Quantity	[72] C_Schulte_290621_260821_UMG_Fu_R2_38.raw.PG.Quantity	[73] C_Schulte_290621_260821_UMG_Fu_R2_39.raw.PG.Quantity	[74] C_Schulte_290621_260821_UMG_Fu_R2_4.raw.PG.Quantity	[75] C_Schulte_290621_260821_UMG_Fu_R2_40.raw.PG.Quantity	[76] C_Schulte_290621_260821_UMG_Fu_R2_5.raw.PG.Quantity	[77] C_Schulte_290621_260821_UMG_Fu_R2_6.raw.PG.Quantity	[78] C_Schulte_290621_260821_UMG_Fu_R2_7.raw.PG.Quantity	[79] C_Schulte_290621_260821_UMG_Fu_R2_8.raw.PG.Quantity	[80] C_Schulte_290621_260821_UMG_Fu_R2_9.raw.PG.Quantity
1152	63988.73	O70194	Eif3d	Mus musculus	Eukaryotic translation initiation factor 3 subunit D	EIF3D_MOUSE	2648.50	Filtered	Filtered	1921.36	2526.47	1279.12	3723.63	3809.46	2752.18	2362.03	1587.25	1061.57	Filtered	Filtered	2100.16	Filtered	Filtered	834.12	1415.13	Filtered	Filtered	Filtered	1343.73	Filtered	6367.11	2489.14	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	3100.62	2300.19	425.59	1935.03	21996.29	4944.64	Filtered	2571.50	Filtered	1424.45	3426.79	2407.03	1753.25	2104.37	3386.80	3319.90	2775.49	4193.23	Filtered	396.77	Filtered	2279.94	Filtered	1197.10	1408.44	1480.76	Filtered	1627.00	Filtered	1.06	2210.07	7022.96	2702.46	Filtered	2545.02	Filtered	Filtered	Filtered	2209.22	Filtered	Filtered	1494.27	Filtered	2414.91	22154.57	3046.57	Filtered
1153	28827.1	O70250	Pgam2	Mus musculus	Phosphoglycerate mutase 2	PGAM2_MOUSE	7184.23	6323.48	8854.98	7774.33	4831.11	7389.79	7214.68	7441.15	6086.84	6529.19	6916.35	9658.06	7628.59	9790.33	6711.07	8526.89	7265.01	8141.38	7784.21	9041.89	3836.89	8080.83	6745.08	9429.33	11114.29	8312.11	14323.37	7702.32	17768.16	18167.36	5603.53	18711.80	7018.35	7078.84	6336.46	6217.62	9212.99	13561.41	6558.78	7683.69	7137.38	7536.08	7126.39	7513.87	8555.50	7934.33	8108.64	6931.96	6595.32	7115.59	7993.24	7542.14	13495.69	9867.26	6517.11	8819.46	6967.01	8179.69	7588.46	8451.11	5668.29	9417.42	7091.52	8838.55	10353.70	8516.45	11737.66	7479.25	16820.87	16111.03	5495.76	16111.84	10631.75	10485.47	6242.96	6194.72	8618.47	8406.31	6759.72	8268.24
1154	35738.55	O70252	Hmox2	Mus musculus	Heme oxygenase 2	HMOX2_MOUSE	3165.53	3319.45	2592.05	3409.26	3153.30	2621.32	3846.96	4496.59	5043.54	4690.02	3860.67	2694.89	2441.57	2880.17	3262.04	2749.85	2768.47	2384.52	3431.75	2532.63	2502.16	3382.30	4227.59	3331.46	4110.15	3647.64	2134.19	3629.72	3565.58	2557.02	3844.18	2341.28	2829.03	2454.82	3554.56	2696.52	3092.54	3512.32	3012.88	2670.57	3143.95	3317.76	3497.83	3335.14	2380.33	2894.46	3587.71	4034.30	5291.69	4786.26	4012.07	2259.59	2424.04	2063.58	2910.20	2934.07	2603.84	2545.97	3504.12	2416.38	2180.92	3225.31	4564.28	4143.89	3880.67	3583.30	4575.41	3332.92	3492.10	3236.67	3827.54	3198.55	2410.30	2845.95	3277.24	2945.84	2633.12	2449.95	2952.06	3630.21
1155	56888.39	O70310	Nmt1	Mus musculus	Glycylpeptide N-tetradecanoyltransferase 1	NMT1_MOUSE	2568.32	5797.81	2212.62	3722.14	3883.06	2903.58	3062.58	1953.12	2452.09	1987.86	3180.06	4642.59	1930.68	2569.73	3007.25	1855.57	2667.77	3499.04	4925.52	3084.46	5141.37	3848.65	4455.86	2762.73	2373.16	2077.72	5628.46	2776.60	4504.06	5087.40	2354.60	5438.03	3151.87	3573.76	2744.88	1294.06	3183.24	5186.35	3737.21	Filtered	2584.05	2832.70	4050.22	3175.47	2992.19	3514.55	2517.24	1879.57	2763.34	2731.81	2881.27	3627.45	4249.45	2438.73	2921.74	2091.73	2667.54	3876.42	3798.04	2756.17	4099.84	2911.42	8032.01	3234.29	Filtered	3007.83	4607.92	2560.76	5446.10	6049.01	3965.94	5363.76	4545.59	4799.99	2794.76	5381.47	2912.13	6053.84	3288.56	3043.64
1156	"22228.68;22228.68-2;22228.68-3"	"O70325;O70325-2;O70325-3"	Gpx4	Mus musculus	"Phospholipid hydroperoxide glutathione peroxidase;Isoform Cytoplasmic of Phospholipid hydroperoxide glutathione peroxidase;Isoform Nuclear of Phospholipid hydroperoxide glutathione peroxidase"	GPX4_MOUSE	18678.65	25325.13	24862.99	24426.26	22918.67	30079.86	17940.58	17503.58	16090.02	17076.62	16872.35	25253.02	33586.34	43968.00	27871.60	25872.00	32325.53	22655.92	37501.29	49945.32	43829.16	45144.41	22429.72	23695.52	29542.25	19200.67	24620.16	20213.84	25835.50	24403.08	16264.98	20843.38	34616.78	23541.54	20852.69	27097.74	21983.60	23576.07	23282.75	28984.80	16378.06	25734.26	27907.45	24083.86	25088.09	31363.04	21989.60	15862.62	15944.96	17550.63	21987.56	26888.79	32182.21	40477.77	26467.44	23882.90	28297.57	23422.61	44815.41	50772.65	56481.86	46127.54	22771.58	24622.24	30400.23	18880.50	26910.96	21735.45	23900.54	24052.51	17154.85	19996.91	41668.97	21984.67	25168.83	28277.25	19012.68	23002.80	22401.71	29338.82
1157	"93255.26;93623.56"	"O70362;Q8VCU2"	Gpld1	Mus musculus	"Phosphatidylinositol-glycan-specific phospholipase D;Glycosylphosphatidylinositol specific phospholipase D1"	"PHLD_MOUSE;Q8VCU2_MOUSE"	1557.66	3002.43	775.72	1422.56	1222.31	1586.38	870.02	1373.29	1763.42	1502.61	1752.15	1951.60	691.81	Filtered	1910.78	1834.11	2536.95	1766.89	2229.12	1901.34	2050.31	1156.07	1304.22	1445.79	1845.69	1262.89	Filtered	1935.50	Filtered	1552.31	2122.69	Filtered	2421.51	1707.67	2286.14	1349.08	1351.28	4434.39	1342.80	1066.78	1023.45	1765.90	1508.78	1308.27	1741.67	1700.86	1650.51	1705.67	1870.56	1592.52	2423.20	1902.16	1780.95	968.05	2170.45	1956.66	2118.61	2291.81	2239.11	1507.19	1986.12	1414.65	Filtered	1620.79	1.00	1862.09	572.22	1888.18	Filtered	1478.75	2191.80	Filtered	Filtered	1851.35	2241.32	Filtered	2171.00	6474.82	1446.40	1.00
1158	28405.21	O70435	Psma3	Mus musculus	Proteasome subunit alpha type-3	PSA3_MOUSE	12274.19	31884.69	25510.04	22843.07	20493.96	26407.45	22906.20	20113.76	19115.60	18842.64	22612.06	29242.37	33409.00	28267.71	24969.04	18622.46	23351.24	18282.84	15450.04	26014.82	27460.96	30285.01	30505.28	28620.69	36339.88	26366.89	38651.43	26800.48	44043.91	42872.78	24714.27	36788.84	35278.52	26056.27	24531.00	23211.35	20662.02	34825.30	20531.35	28353.23	16397.82	34352.77	26618.85	26560.31	21587.68	27281.42	23852.26	19624.96	21220.75	19034.60	26129.11	28472.74	39428.27	34457.69	26948.79	19514.74	24070.72	17992.15	15855.21	26730.82	32280.41	27000.38	33230.52	31442.07	39452.04	28975.87	39309.63	28631.77	55468.66	47031.73	27381.18	41089.78	37128.29	29341.30	29216.16	22290.95	23963.53	43659.43	25853.46	31796.83
1159	"29820.71;29736.55"	"O70439;Q8BH40"	Stx7	Mus musculus	Syntaxin-7	"STX7_MOUSE;Q8BH40_MOUSE"	3942.08	4076.80	3671.00	4721.53	2928.29	2740.06	5040.30	4996.21	6916.48	5684.30	6145.19	4915.90	3177.60	2082.30	2972.52	2350.38	1856.88	2667.99	4224.91	2821.87	4176.75	3095.23	4562.16	4738.21	2584.46	4955.24	3365.01	4695.97	5331.30	4350.17	5405.20	5943.27	2713.01	3101.76	2602.16	4139.33	3675.47	6602.67	3294.57	3118.99	3115.87	7534.95	3625.93	3736.28	4470.64	3358.94	5150.58	5249.31	6527.93	5910.82	6602.38	4650.73	6042.78	2094.05	2904.07	3915.16	3261.35	2316.99	4121.57	2811.30	3201.66	3445.18	4087.31	3403.30	4645.43	5206.78	5379.54	3172.38	6250.04	5286.98	5017.29	3814.34	2054.62	3421.73	4678.02	1824.51	3772.25	7289.97	3702.57	Filtered
1160	40849.67	O70443	Gnaz	Mus musculus	Guanine nucleotide-binding protein G(z) subunit alpha	GNAZ_MOUSE	8572.65	8687.66	6628.12	10632.31	9283.92	6965.14	11432.64	12615.14	13396.04	13341.93	12947.43	8383.76	7069.70	5221.11	6705.94	6309.53	3736.48	5056.37	8280.74	5528.44	7280.47	8352.34	10656.60	9411.97	7324.79	9146.12	11655.18	11601.16	18402.02	8992.19	10117.06	12524.16	10677.81	8254.16	10856.39	4759.11	8555.16	6348.36	9445.89	8412.01	9772.37	10818.31	9216.03	11360.81	9210.91	7988.73	11104.09	12579.70	13461.55	12017.28	13046.96	8652.63	7366.27	5793.77	7319.95	4985.30	4066.60	4579.71	8441.01	5135.50	6952.39	6922.94	10677.36	9034.50	7105.96	10416.98	12227.78	12037.27	15744.60	12161.35	10229.44	11146.52	13315.90	8699.46	10363.76	6371.76	8598.55	4706.92	10052.37	7716.13
1161	27706.02	O70456	Sfn	Mus musculus	14-3-3 protein sigma	1433S_MOUSE	1109.91	3890.87	4836.06	1.00	2221.36	841.71	Filtered	87.49	2433.86	663.59	784.71	Filtered	868.14	2428.29	587.09	726.04	913.06	896.01	346.31	222.52	1154.52	1.00	2626.01	930.13	18583.22	2474.74	3141.49	Filtered	Filtered	332.69	Filtered	2499.77	1804.80	1854.23	533.65	Filtered	2338.61	122572.91	2684.82	4202.88	1.00	4464.69	3305.90	61.17	4435.46	224.23	160.20	1.00	2967.67	554.59	793.47	1428.83	1826.80	2031.97	753.02	531.02	888.48	1244.86	514.11	1.00	1375.14	1126.22	Filtered	1.00	24052.75	3819.29	2796.32	Filtered	Filtered	Filtered	384.74	3822.73	3096.10	3769.95	993.74	Filtered	1977.04	122396.80	2609.82	4607.35
1162	54831.99	O70475	Ugdh	Mus musculus	UDP-glucose 6-dehydrogenase	UGDH_MOUSE	Filtered	Filtered	Filtered	Filtered	Filtered	1.00	Filtered	1.00	514.13	390.77	Filtered	Filtered	1.06	Filtered	506.73	Filtered	Filtered	1702.18	273.85	Filtered	Filtered	1.00	Filtered	Filtered	1221.46	1494.02	1.13	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	9609.00	Filtered	Filtered	1.00	Filtered	536.43	Filtered	Filtered	Filtered	Filtered	1467.23	227.14	311.50	Filtered	617.47	1767.62	1.00	1.00	1643.47	1.00	740.29	862.31	Filtered	Filtered	1.00	Filtered	Filtered	1069.18	1.00	Filtered	1.00	Filtered	1388.68	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	9845.13	1.00	Filtered
1163	200239.84	O70481	Ubr1	Mus musculus	E3 ubiquitin-protein ligase UBR1	UBR1_MOUSE	2521.24	998.03	Filtered	2517.65	2645.56	275.63	1995.81	2914.13	3429.45	3577.46	2014.46	1604.70	848.61	Filtered	1105.18	1832.10	894.63	Filtered	2184.14	1147.20	Filtered	1078.98	Filtered	1789.42	579.35	2416.28	Filtered	3265.79	Filtered	1025.82	3196.50	1332.11	Filtered	1702.37	2305.09	Filtered	1495.11	Filtered	1987.44	Filtered	2849.91	774.92	792.86	1919.33	1398.30	1619.24	2473.36	3313.23	3453.60	3131.28	2847.77	1554.17	Filtered	Filtered	1389.15	Filtered	660.74	842.80	2424.32	Filtered	Filtered	1591.99	Filtered	1513.62	459.71	2464.29	Filtered	3224.83	Filtered	Filtered	2603.76	Filtered	Filtered	685.54	2697.18	Filtered	960.88	1301.27	Filtered	Filtered
1164	"18757.34;18762.35"	"O70492;Q78ZM0"	Snx3	Mus musculus	Sorting nexin-3	"SNX3_MOUSE;Q78ZM0_MOUSE"	12805.03	12749.84	11101.01	14087.38	14428.86	15211.86	9167.44	8848.42	10248.54	10634.26	10233.13	14165.54	12660.21	16554.95	9727.75	11015.18	12409.58	17180.04	14128.72	19858.86	19664.86	11831.49	13269.60	13643.01	12763.77	11008.17	18090.45	11513.73	25713.01	12844.61	11639.89	16694.22	24353.78	18915.45	9312.69	13249.15	11831.93	27170.02	11581.95	14571.32	12462.94	16001.60	13008.79	11055.32	14826.96	15953.95	10854.57	9426.95	10486.20	11630.93	8744.68	13679.31	11232.95	17191.89	10231.03	13930.06	12714.70	17584.58	14032.57	20355.65	15161.22	14533.62	19333.86	13902.26	11753.64	9768.88	23476.21	8869.74	24333.15	12213.46	11321.10	19377.49	23657.79	18263.51	11435.48	12024.84	12995.64	25328.58	10540.86	13627.96
1165	34741.8	O70503	Hsd17b12	Mus musculus	Very-long-chain 3-oxoacyl-CoA reductase	DHB12_MOUSE	5398.95	6579.89	4262.39	6855.36	5976.26	6034.76	6459.90	7946.50	7710.62	8776.04	10027.96	6543.25	5672.44	4286.94	4413.14	3725.44	3601.05	3910.56	5993.87	3047.34	6286.06	5619.98	6342.80	5810.50	5452.25	8590.45	5310.56	6345.30	7858.37	4990.48	5325.52	6325.55	3683.35	6116.11	5778.36	3672.22	4816.28	4343.57	6813.11	8714.48	5446.48	6777.65	4776.93	7265.12	6493.66	6879.48	8634.65	8204.16	8481.62	9201.40	9702.53	8506.65	4574.69	4442.32	4578.92	4605.81	2505.23	3681.45	5640.35	2272.60	6266.02	7127.94	6109.68	5514.34	5160.05	7032.29	5786.17	6116.16	9759.92	8815.05	5544.30	5929.69	1676.02	6310.36	7053.63	3688.18	6216.72	14816.06	6782.64	3728.79
1166	80577.58	O70582	Alox12b	Mus musculus	Arachidonate 12-lipoxygenase, 12R-type	LX12B_MOUSE	2815.11	6835.00	5777.84	Filtered	2611.43	2757.27	Filtered	Filtered	1636.79	2118.31	4556.96	6179.95	9366.55	5357.39	1970.88	1863.17	Filtered	3184.89	1518.11	2262.48	5337.32	6006.26	8331.46	10114.25	10659.10	8855.50	6159.60	2428.25	Filtered	8416.50	2627.50	Filtered	4353.99	3442.16	1994.18	3659.51	4857.74	76310.39	5195.64	11984.68	2283.20	3824.77	6604.24	Filtered	Filtered	2748.44	Filtered	752.51	991.76	2122.46	4293.86	6696.16	6426.16	7378.27	2087.10	2034.14	679.60	2043.86	1647.58	2745.87	2896.30	6425.46	12113.69	9866.48	10014.88	12185.01	7299.30	1291.14	4050.55	5784.17	2026.85	4515.34	3840.51	3303.07	2680.81	5375.31	4925.53	73908.91	6593.80	6830.21
1167	247086.41	O88307	Sorl1	Mus musculus	Sortilin-related receptor	SORL_MOUSE	1635.92	1843.78	874.70	2521.12	1910.46	1807.68	2298.14	2433.42	3704.97	2950.07	2904.72	3025.08	846.39	Filtered	1574.28	2409.35	1860.77	890.46	2075.64	1455.76	Filtered	2515.10	Filtered	2358.71	Filtered	3246.26	3638.15	2425.58	1260.01	Filtered	2809.66	Filtered	Filtered	3331.77	1978.06	Filtered	1315.27	Filtered	2013.31	Filtered	2504.03	2268.68	Filtered	1984.03	2087.28	2262.01	3214.34	2661.23	2606.31	3025.59	4673.43	3451.43	2994.10	2778.39	2546.00	2516.78	2332.33	1640.74	1848.97	1784.51	2406.07	2146.48	Filtered	1693.42	Filtered	3118.32	Filtered	3295.55	Filtered	Filtered	2298.74	Filtered	Filtered	1571.95	2597.89	Filtered	1810.94	Filtered	1439.27	Filtered
1168	66406.69	O88342	Wdr1	Mus musculus	WD repeat-containing protein 1	WDR1_MOUSE	100947.53	98059.91	88681.84	86945.41	90187.41	113685.72	81107.96	84548.76	83704.04	79593.67	84246.35	99373.58	92885.45	122191.30	146433.55	137954.27	190947.86	157129.56	136183.50	129848.30	149137.72	116907.68	110143.69	94052.83	92975.84	90388.28	122791.47	90163.34	116291.13	119097.34	109419.00	115849.34	152819.05	112628.09	127994.20	114699.03	102722.95	110244.34	83148.20	97383.71	102996.80	109147.31	96361.33	91702.15	98775.20	112112.16	86184.39	86327.73	90009.16	81570.16	89391.98	99699.87	99863.96	123148.39	150538.72	138892.78	198356.39	159228.64	140056.84	130617.60	154774.19	123576.67	112144.15	100290.23	95670.30	94051.59	123687.01	91040.28	125294.35	120479.59	108916.84	118832.93	166527.94	105869.30	130748.36	109635.36	102567.29	105943.91	84001.63	103169.49
1169	"26713.46;26727.53"	"O88384;Q91XH6"	Vti1b	Mus musculus	"Vesicle transport through interaction with t-SNAREs homolog 1B;Vesicle transport through interaction with t-SNAREs 1B homolog"	"VTI1B_MOUSE;Q91XH6_MOUSE"	2567.81	3926.76	3260.25	3715.93	2810.07	2477.83	4390.66	4640.56	5186.77	4704.23	4636.32	3029.69	1909.14	2935.56	2623.11	2037.03	1407.10	2133.12	2767.07	1499.19	2977.51	2945.20	3619.96	4002.46	3777.22	4005.50	2199.66	2844.31	2959.57	2166.97	3240.88	3288.51	1533.74	2860.78	2484.24	3278.35	3819.32	Filtered	4092.85	3170.10	2727.44	2754.75	2639.19	2858.13	2671.96	3142.44	5006.01	3896.25	4951.00	4337.55	4705.92	3285.42	2445.60	3230.23	2206.26	2355.19	1521.53	1584.39	3048.21	1602.79	2854.81	2665.05	3317.55	3210.99	2694.59	3114.45	3105.51	2603.09	Filtered	3298.10	3053.44	1489.33	2159.52	2548.06	2838.35	1328.52	3852.34	2150.89	2620.48	Filtered
1170	29758.12	O88441	Mtx2	Mus musculus	Metaxin-2	MTX2_MOUSE	3258.67	4032.45	1960.52	4996.46	1692.31	1842.52	4227.03	4250.85	6021.31	6124.66	5131.18	Filtered	6691.01	2689.10	5154.93	3623.56	1697.45	3158.97	3668.04	3638.13	2423.99	5415.96	Filtered	6405.56	5202.62	4511.23	Filtered	3849.08	Filtered	Filtered	1710.64	Filtered	4039.17	1186.21	3320.17	3810.82	3258.69	4174.79	4719.90	2784.19	4124.28	4806.01	4084.73	3678.81	1917.41	3853.08	4082.90	4131.40	6211.43	5970.04	3000.85	785.57	5627.04	3130.81	5289.47	4221.44	2495.35	3196.79	3612.90	3974.24	1235.85	5450.34	Filtered	6013.05	5653.06	2223.78	Filtered	5074.62	Filtered	2309.54	5458.98	Filtered	4350.31	2462.68	3734.94	Filtered	2960.93	4271.56	5596.98	Filtered
1171	40801.4	O88507	Cntfr	Mus musculus	Ciliary neurotrophic factor receptor subunit alpha	CNTFR_MOUSE	5512.09	6468.61	4549.57	5889.39	7526.01	4262.02	7468.39	6160.99	6371.44	6220.79	8900.95	4909.18	5172.83	3350.05	3162.95	4625.35	2422.36	2921.37	5105.66	3561.46	4724.73	3284.32	5077.40	4086.88	9224.88	9016.04	5856.06	4867.26	4840.04	7436.39	5463.27	6736.41	1668.44	5393.06	4218.31	4273.30	5556.96	1776.81	5812.44	3702.49	5602.36	6111.41	5911.62	5597.09	4843.01	5012.51	7661.39	6676.90	5722.10	6354.28	8138.32	5054.99	4309.70	4904.42	4560.66	4459.12	2621.52	3518.19	3878.91	2946.72	5990.87	3790.97	10434.56	4963.51	5115.94	7647.82	8360.90	7257.55	6113.32	7804.05	8328.32	5140.10	Filtered	5275.47	5586.69	7034.94	5976.46	3722.13	6355.30	6053.86
1172	34490.17	O88531	Ppt1	Mus musculus	Palmitoyl-protein thioesterase 1	PPT1_MOUSE	8236.16	10560.38	11066.42	9633.35	7007.80	9329.73	6499.63	5060.18	5745.74	5405.56	7058.15	12623.60	9231.86	11441.34	6213.17	10039.48	10335.35	13630.15	10009.22	9798.91	8356.31	6536.17	10626.99	12276.02	11111.98	10420.28	12731.79	11205.08	16470.77	16367.93	8787.66	14428.07	9875.86	12070.39	6787.51	11729.27	9805.74	14532.43	9007.86	14179.49	10277.82	17384.64	13360.56	12392.87	9807.53	8986.91	5728.25	6914.38	6551.76	6884.88	9509.84	11005.14	12681.29	10069.28	8085.99	7297.86	9819.76	16837.40	9969.33	8390.96	8750.93	9698.57	16718.82	9893.38	12007.82	10277.81	16561.58	11805.42	20795.38	26575.64	8901.99	16597.47	13796.06	13458.16	7185.81	11555.24	7750.67	12517.18	11488.21	11838.13
1173	53874.09	O88533	Ddc	Mus musculus	Aromatic-L-amino-acid decarboxylase	DDC_MOUSE	5164.17	6237.47	5977.75	6492.02	4845.05	5030.37	6560.66	6899.03	6937.81	5821.43	6866.47	5264.58	5666.12	5642.97	5894.34	6351.71	4962.21	4795.70	5159.00	4716.68	5466.95	6200.33	5732.04	5432.85	6136.24	6218.34	6725.84	6015.85	8346.02	8338.58	7492.75	6788.63	6696.82	6366.59	7094.23	6464.99	5842.58	3329.74	5819.38	7038.55	6189.34	5873.79	5421.83	6368.21	5506.48	5191.96	6552.58	6613.05	6458.17	6045.03	6672.46	4973.17	6631.22	5575.98	5561.59	5941.28	5195.32	4830.76	5241.76	4777.94	5183.64	6398.28	6652.61	4883.28	5591.88	6424.75	9324.33	5951.77	5687.43	9707.56	7134.58	7117.82	8539.07	5174.27	6520.00	6876.57	6370.88	3613.34	5940.48	8878.07
1174	47832.08	O88543	Cops3	Mus musculus	COP9 signalosome complex subunit 3	CSN3_MOUSE	18080.21	16030.96	14568.98	17361.29	14778.91	12918.29	15637.28	15217.66	16704.99	16338.70	17326.08	20771.84	15082.10	6707.33	16423.74	14641.71	18487.32	21823.55	16583.27	20158.53	18838.12	22041.82	10335.05	17847.47	14979.42	15937.75	10456.93	15693.32	12578.45	17388.88	17542.57	18640.15	15221.64	16057.31	15389.25	8010.08	12618.32	13508.80	13397.25	6702.13	18442.02	10214.99	9982.57	8387.09	7772.64	7878.72	14978.67	16587.59	15664.22	15570.20	10850.24	18346.78	18234.19	7514.96	19421.93	7177.53	16244.01	14726.91	16162.91	17328.94	13317.20	19208.13	9519.17	18792.37	17247.24	12412.92	14234.63	16190.74	13774.84	12511.68	17380.18	9580.97	9426.44	8340.39	14371.99	6386.49	17430.33	8258.91	14902.49	7416.53
